State,Race,Gender,Year,Ages,Crude Death Rate (Per 100k Persons)
Illinois,White,Female,2013,45-54 years,6.1
Illinois,White,Female,2014,20-24 years,4.9
Illinois,White,Female,2014,25-34 years,8.2
Illinois,White,Female,2014,35-44 years,8.9
Illinois,White,Female,2014,45-54 years,7.2
Illinois,White,Female,2015,20-24 years,7.7
Illinois,White,Female,2015,25-34 years,8.6
Illinois,White,Female,2015,35-44 years,9.4
Illinois,White,Female,2015,45-54 years,9.4
Illinois,White,Female,2016,20-24 years,10.3
Illinois,White,Female,2016,25-34 years,10.6
Illinois,White,Female,2016,35-44 years,9
Illinois,White,Female,2016,45-54 years,8.4
Illinois,White,Male,1999,20-24 years,10.7
Illinois,White,Male,1999,25-34 years,9.4
Illinois,White,Male,1999,35-44 years,12.4
Illinois,White,Male,1999,45-54 years,7.5
Illinois,White,Male,2000,15-19 years,4.4
Illinois,White,Male,2000,20-24 years,10.5
Illinois,White,Male,2000,25-34 years,9.7
Illinois,White,Male,2000,35-44 years,12.7
Illinois,White,Male,2000,45-54 years,8.2
Illinois,White,Male,2001,20-24 years,8.9
Illinois,White,Male,2001,25-34 years,10.1
Illinois,White,Male,2001,35-44 years,12.3
Illinois,White,Male,2001,45-54 years,8.6
Illinois,White,Male,2002,15-19 years,3.9
Illinois,White,Male,2002,20-24 years,10.8
Illinois,White,Male,2002,25-34 years,11.7
Illinois,White,Male,2002,35-44 years,13.4
Illinois,White,Male,2002,45-54 years,10.8
Illinois,White,Male,2003,15-19 years,3.6
Illinois,White,Male,2003,20-24 years,12.2
Illinois,White,Male,2003,25-34 years,10.6
Illinois,White,Male,2003,35-44 years,10.9
Illinois,White,Male,2003,45-54 years,7.7
Illinois,White,Male,2004,15-19 years,5.8
Illinois,White,Male,2004,20-24 years,10.3
Illinois,White,Male,2004,25-34 years,14.2
Illinois,White,Male,2004,35-44 years,15.8
Illinois,White,Male,2004,45-54 years,9.7
Illinois,White,Male,2005,15-19 years,3.3
Illinois,White,Male,2005,20-24 years,16
Illinois,White,Male,2005,25-34 years,16.1
Illinois,White,Male,2005,35-44 years,13.6
Illinois,White,Male,2005,45-54 years,12.9
Illinois,White,Male,2006,15-19 years,4.4
Illinois,White,Male,2006,20-24 years,18.9
Illinois,White,Male,2006,25-34 years,20.6
Illinois,White,Male,2006,35-44 years,18.8
Illinois,White,Male,2006,45-54 years,17
Illinois,White,Male,2007,15-19 years,5.2
Illinois,White,Male,2007,20-24 years,16.5
Illinois,White,Male,2007,25-34 years,16.5
Illinois,White,Male,2007,35-44 years,15.8
Illinois,White,Male,2007,45-54 years,11.3
Illinois,White,Male,2008,15-19 years,5
Illinois,White,Male,2008,20-24 years,21.8
Illinois,White,Male,2008,25-34 years,21.7
Illinois,White,Male,2008,35-44 years,19.4
Illinois,White,Male,2008,45-54 years,12.9
Illinois,White,Male,2009,15-19 years,4.8
Illinois,White,Male,2009,20-24 years,18.7
Illinois,White,Male,2009,25-34 years,19.8
Illinois,White,Male,2009,35-44 years,18.9
Illinois,White,Male,2009,45-54 years,14.2
Illinois,White,Male,2010,15-19 years,4.8
Illinois,White,Male,2010,20-24 years,17.1
Illinois,White,Male,2010,25-34 years,21.7
Illinois,White,Male,2010,35-44 years,17.8
Illinois,White,Male,2010,45-54 years,14.3
Illinois,White,Male,2011,15-19 years,3.7
Illinois,White,Male,2011,20-24 years,18.9
Illinois,White,Male,2011,25-34 years,27.9
Illinois,White,Male,2011,35-44 years,14.9
Illinois,White,Male,2011,45-54 years,12.5
Illinois,White,Male,2012,15-19 years,7.6
Illinois,White,Male,2012,20-24 years,23.1
Illinois,White,Male,2012,25-34 years,27.7
Illinois,White,Male,2012,35-44 years,24.3
Illinois,White,Male,2012,45-54 years,17.3
Illinois,White,Male,2013,15-19 years,6.5
Illinois,White,Male,2013,20-24 years,21.1
Illinois,White,Male,2013,25-34 years,24.6
Illinois,White,Male,2013,35-44 years,18.4
Illinois,White,Male,2013,45-54 years,16.5
Illinois,White,Male,2014,20-24 years,18.6
Illinois,White,Male,2014,25-34 years,24.8
Illinois,White,Male,2014,35-44 years,20.9
Illinois,White,Male,2014,45-54 years,17.2
Illinois,White,Male,2015,20-24 years,21.5
Illinois,White,Male,2015,25-34 years,29.2
Illinois,White,Male,2015,35-44 years,24
Illinois,White,Male,2015,45-54 years,17.8
Illinois,White,Male,2016,15-19 years,3.1
Illinois,White,Male,2016,20-24 years,21
Illinois,White,Male,2016,25-34 years,39.6
Illinois,White,Male,2016,35-44 years,34.9
Illinois,White,Male,2016,45-54 years,21.7
Indiana,Black or African American,Male,2009,45-54 years,31.9
Indiana,Black or African American,Male,2016,25-34 years,24.7
Indiana,White,Female,2003,35-44 years,2.4
Indiana,White,Female,2004,35-44 years,2.7
Indiana,White,Female,2005,25-34 years,3.7
Indiana,White,Female,2005,35-44 years,3.8
Indiana,White,Female,2005,45-54 years,2.7
Indiana,White,Female,2006,35-44 years,3.5
Indiana,White,Female,2006,45-54 years,4.5
Indiana,White,Female,2007,25-34 years,4.9
Indiana,White,Female,2007,35-44 years,3.9
Indiana,White,Female,2007,45-54 years,5
Indiana,White,Female,2008,25-34 years,2.9
Indiana,White,Female,2008,35-44 years,3.9
Indiana,White,Female,2008,45-54 years,3.8
Indiana,White,Female,2009,25-34 years,3.1
Indiana,White,Female,2009,35-44 years,3.5
Indiana,White,Female,2009,45-54 years,4.7
Indiana,White,Female,2010,25-34 years,2.8
Indiana,White,Female,2010,35-44 years,3.3
Indiana,White,Female,2010,45-54 years,4.9
Indiana,White,Female,2011,25-34 years,4.5
Indiana,White,Female,2011,35-44 years,5
Indiana,White,Female,2011,45-54 years,5.7
Indiana,White,Female,2012,20-24 years,5
Indiana,White,Female,2012,25-34 years,4.2
Indiana,White,Female,2012,35-44 years,5.6
Indiana,White,Female,2012,45-54 years,3.4
Indiana,White,Female,2013,25-34 years,4.2
Indiana,White,Female,2013,35-44 years,5.4
Indiana,White,Female,2013,45-54 years,5.4
Indiana,White,Female,2014,20-24 years,5.5
Indiana,White,Female,2014,25-34 years,8.4
Indiana,White,Female,2014,35-44 years,4.8
Indiana,White,Female,2014,45-54 years,5.3
Indiana,White,Female,2015,20-24 years,8.1
Indiana,White,Female,2015,25-34 years,7
Indiana,White,Female,2015,35-44 years,6
Indiana,White,Female,2015,45-54 years,4.1
Indiana,White,Female,2016,25-34 years,11.1
Indiana,White,Female,2016,35-44 years,8
Indiana,White,Female,2016,45-54 years,8.6
Indiana,White,Male,1999,35-44 years,3.2
Indiana,White,Male,2000,35-44 years,2.3
Indiana,White,Male,2001,25-34 years,3.3
Indiana,White,Male,2001,35-44 years,2.3
Indiana,White,Male,2002,35-44 years,4.3
Indiana,White,Male,2003,20-24 years,8.4
Indiana,White,Male,2003,25-34 years,4.1
Indiana,White,Male,2003,35-44 years,6.5
Indiana,White,Male,2003,45-54 years,3
Indiana,White,Male,2004,20-24 years,7.4
Indiana,White,Male,2004,25-34 years,5
Indiana,White,Male,2004,35-44 years,6.4
Indiana,White,Male,2004,45-54 years,5.7
Indiana,White,Male,2005,20-24 years,6.5
Indiana,White,Male,2005,25-34 years,8.1
Indiana,White,Male,2005,35-44 years,4
Indiana,White,Male,2005,45-54 years,7.3
Indiana,White,Male,2006,20-24 years,7
Indiana,White,Male,2006,25-34 years,9.5
Indiana,White,Male,2006,35-44 years,7.5
Indiana,White,Male,2006,45-54 years,5.3
Indiana,White,Male,2007,15-19 years,5.2
Indiana,White,Male,2007,20-24 years,11.2
Indiana,White,Male,2007,25-34 years,11.8
Indiana,White,Male,2007,35-44 years,9.7
Indiana,White,Male,2007,45-54 years,4.5
Indiana,White,Male,2008,20-24 years,11.8
Indiana,White,Male,2008,25-34 years,13.7
Indiana,White,Male,2008,35-44 years,11.9
Indiana,White,Male,2008,45-54 years,6.2
Indiana,White,Male,2009,20-24 years,8.7
Indiana,White,Male,2009,25-34 years,8.9
Indiana,White,Male,2009,35-44 years,6.6
Indiana,White,Male,2009,45-54 years,8.7
Indiana,White,Male,2010,20-24 years,7.1
Indiana,White,Male,2010,25-34 years,10.8
Indiana,White,Male,2010,35-44 years,6.5
Indiana,White,Male,2010,45-54 years,7.3
Indiana,White,Male,2011,20-24 years,7
Indiana,White,Male,2011,25-34 years,12.7
Indiana,White,Male,2011,35-44 years,10.1
Indiana,White,Male,2011,45-54 years,8.4
Indiana,White,Male,2012,20-24 years,11.7
Indiana,White,Male,2012,25-34 years,14.1
Indiana,White,Male,2012,35-44 years,10.5
Indiana,White,Male,2012,45-54 years,8.8
Indiana,White,Male,2013,20-24 years,14.5
Indiana,White,Male,2013,25-34 years,16.8
Indiana,White,Male,2013,35-44 years,13.9
Indiana,White,Male,2013,45-54 years,7.7
Indiana,White,Male,2014,20-24 years,11.1
Indiana,White,Male,2014,25-34 years,20.3
Indiana,White,Male,2014,35-44 years,15.7
Indiana,White,Male,2014,45-54 years,10.2
Indiana,White,Male,2015,20-24 years,12.2
Indiana,White,Male,2015,25-34 years,26.6
Indiana,White,Male,2015,35-44 years,16.3
Indiana,White,Male,2015,45-54 years,10.6
Indiana,White,Male,2016,20-24 years,15.8
Indiana,White,Male,2016,25-34 years,35
Indiana,White,Male,2016,35-44 years,23.6
Indiana,White,Male,2016,45-54 years,16.7
Iowa,White,Female,2009,45-54 years,5.2
Iowa,White,Female,2011,35-44 years,6
Iowa,White,Female,2012,45-54 years,6.4
Iowa,White,Female,2013,35-44 years,6
Iowa,White,Female,2015,35-44 years,6
Iowa,White,Male,2006,35-44 years,7.4
Iowa,White,Male,2007,45-54 years,5.2
Iowa,White,Male,2008,25-34 years,7.5
Iowa,White,Male,2009,25-34 years,10.1
Iowa,White,Male,2009,35-44 years,6.9
Iowa,White,Male,2010,45-54 years,6.7
Iowa,White,Male,2011,25-34 years,9.9
Iowa,White,Male,2011,45-54 years,6.8
Iowa,White,Male,2012,25-34 years,5.5
Iowa,White,Male,2012,35-44 years,7.1
Iowa,White,Male,2012,45-54 years,5
Iowa,White,Male,2014,25-34 years,6.6
Iowa,White,Male,2015,25-34 years,6.1
Iowa,White,Male,2015,35-44 years,6.5
Iowa,White,Male,2015,45-54 years,5.3
Iowa,White,Male,2016,25-34 years,6.1
Iowa,White,Male,2016,35-44 years,6.5
Kansas,White,Female,2004,35-44 years,7.5
Kansas,White,Female,2007,45-54 years,6.9
Kansas,White,Female,2008,45-54 years,8
Kansas,White,Female,2009,45-54 years,5.9
Kansas,White,Female,2010,45-54 years,7
Kansas,White,Female,2012,35-44 years,8.7
Kansas,White,Female,2012,45-54 years,7.9
Kansas,White,Female,2013,35-44 years,9.4
Kansas,White,Female,2013,45-54 years,8.2
Kansas,White,Female,2014,45-54 years,7.8
Kansas,White,Female,2015,45-54 years,6.8
Kansas,White,Female,2016,35-44 years,6.7
Kansas,White,Male,2000,35-44 years,7.9
Kansas,White,Male,2002,35-44 years,8.8
Kansas,White,Male,2002,45-54 years,8
Kansas,White,Male,2003,35-44 years,9.1
Kansas,White,Male,2003,45-54 years,5.6
Kansas,White,Male,2004,25-34 years,7.2
Kansas,White,Male,2004,35-44 years,12.8
Kansas,White,Male,2004,45-54 years,9.5
Kansas,White,Male,2005,35-44 years,10.6
Kansas,White,Male,2005,45-54 years,9.4
Kansas,White,Male,2006,25-34 years,11.8
Kansas,White,Male,2006,35-44 years,6
Kansas,White,Male,2006,45-54 years,8.2
Kansas,White,Male,2007,25-34 years,6.4
Kansas,White,Male,2007,35-44 years,8.6
Kansas,White,Male,2007,45-54 years,9.8
Kansas,White,Male,2008,25-34 years,6.9
Kansas,White,Male,2008,35-44 years,6.9
Kansas,White,Male,2009,25-34 years,7.3
Kansas,White,Male,2009,35-44 years,13.5
Kansas,White,Male,2009,45-54 years,7.1
Kansas,White,Male,2010,25-34 years,6.6
Kansas,White,Male,2010,35-44 years,9.7
Kansas,White,Male,2010,45-54 years,6.6
Kansas,White,Male,2011,35-44 years,7.9
Kansas,White,Male,2011,45-54 years,7.3
Kansas,White,Male,2012,20-24 years,12.8
Kansas,White,Male,2012,25-34 years,10
Kansas,White,Male,2012,35-44 years,11.2
Kansas,White,Male,2012,45-54 years,9.8
Kansas,White,Male,2013,25-34 years,8.8
Kansas,White,Male,2013,35-44 years,6.6
Kansas,White,Male,2013,45-54 years,10.1
Kansas,White,Male,2014,25-34 years,8.8
Kansas,White,Male,2014,35-44 years,7.2
Kansas,White,Male,2014,45-54 years,8.5
Kansas,White,Male,2015,25-34 years,10.6
Kansas,White,Male,2015,35-44 years,7.2
Kentucky,White,Female,2002,35-44 years,4.8
Kentucky,White,Female,2003,35-44 years,4.9
Kentucky,White,Female,2003,45-54 years,4
Kentucky,White,Female,2004,25-34 years,4.5
Kentucky,White,Female,2004,35-44 years,3.6
Kentucky,White,Female,2005,35-44 years,4.7
Kentucky,White,Female,2005,45-54 years,7
Kentucky,White,Female,2006,25-34 years,4.4
Kentucky,White,Female,2006,35-44 years,5.1
Kentucky,White,Female,2006,45-54 years,5.2
Kentucky,White,Female,2007,25-34 years,4.5
Kentucky,White,Female,2007,45-54 years,4.1
Kentucky,White,Female,2008,25-34 years,6
Kentucky,White,Female,2008,35-44 years,5.6
Kentucky,White,Female,2008,45-54 years,4.1
Kentucky,White,Female,2009,35-44 years,7.6
Kentucky,White,Female,2009,45-54 years,5.1
Kentucky,White,Female,2010,25-34 years,7.2
Kentucky,White,Female,2010,35-44 years,8.9
Kentucky,White,Female,2010,45-54 years,5.7
Kentucky,White,Female,2011,25-34 years,7.2
Kentucky,White,Female,2011,35-44 years,5.5
Kentucky,White,Female,2011,45-54 years,7.5
Kentucky,White,Female,2012,25-34 years,9.3
Kentucky,White,Female,2012,35-44 years,8.3
Kentucky,White,Female,2012,45-54 years,10
Kentucky,White,Female,2013,25-34 years,6.9
Kentucky,White,Female,2013,35-44 years,8.8
Kentucky,White,Female,2013,45-54 years,10.9
Kentucky,White,Female,2014,20-24 years,8.2
Kentucky,White,Female,2014,25-34 years,7.7
Kentucky,White,Female,2014,35-44 years,6.8
Kentucky,White,Female,2014,45-54 years,8.6
Kentucky,White,Female,2015,25-34 years,16.5
Kentucky,White,Female,2015,35-44 years,14.5
Kentucky,White,Female,2015,45-54 years,10.9
Kentucky,White,Female,2016,25-34 years,12
Kentucky,White,Female,2016,35-44 years,13.8
Kentucky,White,Female,2016,45-54 years,16.1
Kentucky,White,Male,1999,35-44 years,4.1
Kentucky,White,Male,2000,25-34 years,5
Kentucky,White,Male,2000,35-44 years,5.2
Kentucky,White,Male,2001,25-34 years,7.5
Kentucky,White,Male,2001,35-44 years,8.7
Kentucky,White,Male,2001,45-54 years,5.3
Kentucky,White,Male,2002,25-34 years,9.6
Kentucky,White,Male,2002,35-44 years,9.1
Kentucky,White,Male,2002,45-54 years,3.8
Kentucky,White,Male,2003,20-24 years,10.4
Kentucky,White,Male,2003,25-34 years,10.5
Kentucky,White,Male,2003,35-44 years,12.5
Kentucky,White,Male,2003,45-54 years,8.9
Kentucky,White,Male,2004,20-24 years,11.1
Kentucky,White,Male,2004,25-34 years,7.2
Kentucky,White,Male,2004,35-44 years,11.9
Kentucky,White,Male,2004,45-54 years,8.8
Kentucky,White,Male,2005,20-24 years,11.2
Kentucky,White,Male,2005,25-34 years,18
Kentucky,White,Male,2005,35-44 years,11.6
Kentucky,White,Male,2005,45-54 years,12.3
Kentucky,White,Male,2006,20-24 years,17
Kentucky,White,Male,2006,25-34 years,20.1
Kentucky,White,Male,2006,35-44 years,12
Kentucky,White,Male,2006,45-54 years,9.2
Kentucky,White,Male,2007,20-24 years,13
Kentucky,White,Male,2007,25-34 years,22.4
Kentucky,White,Male,2007,35-44 years,10.3
Kentucky,White,Male,2007,45-54 years,11.6
Kentucky,White,Male,2008,20-24 years,10.9
Kentucky,White,Male,2008,25-34 years,12
Kentucky,White,Male,2008,35-44 years,17.9
Kentucky,White,Male,2008,45-54 years,12.6
Kentucky,White,Male,2009,20-24 years,7.8
Kentucky,White,Male,2009,25-34 years,8.3
Kentucky,White,Male,2009,35-44 years,11.8
Kentucky,White,Male,2009,45-54 years,14.9
Kentucky,White,Male,2010,25-34 years,11.5
Kentucky,White,Male,2010,35-44 years,17.3
Kentucky,White,Male,2010,45-54 years,12.5
Kentucky,White,Male,2011,20-24 years,8.2
Kentucky,White,Male,2011,25-34 years,13
Kentucky,White,Male,2011,35-44 years,15.6
Kentucky,White,Male,2011,45-54 years,11.2
Kentucky,White,Male,2012,20-24 years,15.4
Kentucky,White,Male,2012,25-34 years,15.1
Kentucky,White,Male,2012,35-44 years,17.7
Kentucky,White,Male,2012,45-54 years,19.2
Kentucky,White,Male,2013,20-24 years,15.9
Kentucky,White,Male,2013,25-34 years,19.9
Kentucky,White,Male,2013,35-44 years,22.2
Kentucky,White,Male,2013,45-54 years,17.7
Kentucky,White,Male,2014,20-24 years,14.4
Kentucky,White,Male,2014,25-34 years,24.7
Kentucky,White,Male,2014,35-44 years,23.9
Kentucky,White,Male,2014,45-54 years,19.4
Kentucky,White,Male,2015,20-24 years,12.4
Kentucky,White,Male,2015,25-34 years,38.6
Kentucky,White,Male,2015,35-44 years,31
Kentucky,White,Male,2015,45-54 years,23
Kentucky,White,Male,2016,20-24 years,17
Kentucky,White,Male,2016,25-34 years,29.9
Kentucky,White,Male,2016,35-44 years,36.7
Kentucky,White,Male,2016,45-54 years,19.9
Louisiana,Black or African American,Male,2003,35-44 years,10.5
Louisiana,Black or African American,Male,2005,25-34 years,11.7
Louisiana,Black or African American,Male,2006,25-34 years,14.1
Louisiana,Black or African American,Male,2006,35-44 years,20.4
Louisiana,Black or African American,Male,2006,45-54 years,13.8
Louisiana,Black or African American,Male,2007,35-44 years,12
Louisiana,Black or African American,Male,2011,35-44 years,13.4
Louisiana,Black or African American,Male,2013,25-34 years,13
Louisiana,Black or African American,Male,2013,35-44 years,12.1
Louisiana,Black or African American,Male,2013,45-54 years,15.7
Louisiana,Black or African American,Male,2014,35-44 years,18
Louisiana,Black or African American,Male,2015,35-44 years,17.6
Louisiana,Black or African American,Male,2016,25-34 years,8.8
Louisiana,Black or African American,Male,2016,35-44 years,26.5
Louisiana,Black or African American,Male,2016,45-54 years,26.4
Louisiana,White,Female,2006,25-34 years,6.1
Louisiana,White,Female,2007,35-44 years,6.7
Louisiana,White,Female,2007,45-54 years,5.5
Louisiana,White,Female,2008,35-44 years,5.8
Louisiana,White,Female,2008,45-54 years,4.5
Louisiana,White,Female,2011,45-54 years,5.1
Louisiana,White,Female,2013,25-34 years,6.4
Louisiana,White,Female,2013,35-44 years,6.1
Louisiana,White,Female,2013,45-54 years,5.3
Louisiana,White,Female,2015,35-44 years,6.7
Louisiana,White,Female,2015,45-54 years,5.5
Louisiana,White,Female,2016,25-34 years,7.2
Louisiana,White,Female,2016,35-44 years,8.8
Louisiana,White,Female,2016,45-54 years,8.1
Louisiana,White,Male,1999,35-44 years,5.1
Louisiana,White,Male,2000,25-34 years,5.1
Louisiana,White,Male,2000,35-44 years,5.2
Louisiana,White,Male,2001,25-34 years,5.2
Louisiana,White,Male,2001,35-44 years,7
Louisiana,White,Male,2002,25-34 years,10
Louisiana,White,Male,2002,35-44 years,8.1
Louisiana,White,Male,2003,20-24 years,11
Louisiana,White,Male,2003,25-34 years,10
Louisiana,White,Male,2003,35-44 years,12.4
Louisiana,White,Male,2003,45-54 years,7
Louisiana,White,Male,2004,20-24 years,11.7
Louisiana,White,Male,2004,25-34 years,7.8
Louisiana,White,Male,2004,35-44 years,9.3
Louisiana,White,Male,2004,45-54 years,4.6
Louisiana,White,Male,2005,20-24 years,9.1
Louisiana,White,Male,2005,25-34 years,10.4
Louisiana,White,Male,2005,35-44 years,17.5
Louisiana,White,Male,2005,45-54 years,6.8
Louisiana,White,Male,2006,20-24 years,14.6
Louisiana,White,Male,2006,25-34 years,11.9
Louisiana,White,Male,2006,35-44 years,12.5
Louisiana,White,Male,2006,45-54 years,11.1
Louisiana,White,Male,2007,20-24 years,18.3
Louisiana,White,Male,2007,25-34 years,19.7
Louisiana,White,Male,2007,35-44 years,14.2
Louisiana,White,Male,2007,45-54 years,10.5
Louisiana,White,Male,2008,25-34 years,6.2
Louisiana,White,Male,2008,35-44 years,7.8
Louisiana,White,Male,2008,45-54 years,9.6
Louisiana,White,Male,2009,25-34 years,7.5
Louisiana,White,Male,2009,35-44 years,7.4
Louisiana,White,Male,2009,45-54 years,9.6
Louisiana,White,Male,2010,25-34 years,10.8
Louisiana,White,Male,2010,35-44 years,5.3
Louisiana,White,Male,2010,45-54 years,6.8
Louisiana,White,Male,2011,25-34 years,4.8
Louisiana,White,Male,2011,35-44 years,7.5
Louisiana,White,Male,2011,45-54 years,7
Louisiana,White,Male,2012,25-34 years,10.9
Louisiana,White,Male,2012,35-44 years,9.1
Louisiana,White,Male,2012,45-54 years,5.7
Louisiana,White,Male,2013,25-34 years,16
Louisiana,White,Male,2013,35-44 years,14.5
Louisiana,White,Male,2013,45-54 years,8.2
Louisiana,White,Male,2014,20-24 years,14.6
Louisiana,White,Male,2014,25-34 years,16.3
Louisiana,White,Male,2014,35-44 years,9.1
Louisiana,White,Male,2014,45-54 years,10.3
Louisiana,White,Male,2015,20-24 years,13
Louisiana,White,Male,2015,25-34 years,19
Louisiana,White,Male,2015,35-44 years,13.9
Louisiana,White,Male,2015,45-54 years,11
Louisiana,White,Male,2016,20-24 years,13.4
Louisiana,White,Male,2016,25-34 years,19.5
Louisiana,White,Male,2016,35-44 years,14.4
Louisiana,White,Male,2016,45-54 years,13.7
Maine,White,Female,2005,45-54 years,13
Maine,White,Female,2016,25-34 years,22.8
Maine,White,Male,1999,35-44 years,11.7
Maine,White,Male,2000,25-34 years,14.6
Maine,White,Male,2002,25-34 years,22.3
Maine,White,Male,2002,35-44 years,14
Maine,White,Male,2003,25-34 years,19.7
Maine,White,Male,2003,35-44 years,14.3
Maine,White,Male,2003,45-54 years,10.9
Maine,White,Male,2004,25-34 years,25.7
Maine,White,Male,2004,35-44 years,18.7
Maine,White,Male,2005,25-34 years,34.9
Maine,White,Male,2005,35-44 years,20.1
Maine,White,Male,2006,20-24 years,28.2
Maine,White,Male,2006,25-34 years,22.1
Maine,White,Male,2006,35-44 years,20.5
Maine,White,Male,2006,45-54 years,9.6
Maine,White,Male,2007,25-34 years,33.9
Maine,White,Male,2007,35-44 years,12.2
Maine,White,Male,2008,25-34 years,24.9
Maine,White,Male,2009,35-44 years,11.9
Maine,White,Male,2010,25-34 years,16
Maine,White,Male,2011,35-44 years,17.9
Maine,White,Male,2012,25-34 years,14.2
Maine,White,Male,2012,35-44 years,15.8
Maine,White,Male,2013,25-34 years,13.9
Maine,White,Male,2013,35-44 years,18.8
Maine,White,Male,2014,25-34 years,33
Maine,White,Male,2014,35-44 years,20.5
Maine,White,Male,2014,45-54 years,13.7
Maine,White,Male,2015,25-34 years,53.1
Maine,White,Male,2015,35-44 years,33.3
Maine,White,Male,2015,45-54 years,15.1
Maine,White,Male,2016,25-34 years,51
Maine,White,Male,2016,35-44 years,45.1
Maine,White,Male,2016,45-54 years,23.2
Maryland,Black or African American,Female,1999,25-34 years,10
Maryland,Black or African American,Female,1999,35-44 years,20.4
Maryland,Black or African American,Female,2000,35-44 years,24.9
Maryland,Black or African American,Female,2000,45-54 years,12.8
Maryland,Black or African American,Female,2001,25-34 years,8.8
Maryland,Black or African American,Female,2001,35-44 years,17
Maryland,Black or African American,Female,2001,45-54 years,11.2
Maryland,Black or African American,Female,2002,25-34 years,12.7
Maryland,Black or African American,Female,2002,35-44 years,22.1
Maryland,Black or African American,Female,2002,45-54 years,15
Maryland,Black or African American,Female,2003,35-44 years,24.7
Maryland,Black or African American,Female,2003,45-54 years,20.1
Maryland,Black or African American,Female,2004,35-44 years,17.3
Maryland,Black or African American,Female,2004,45-54 years,14.9
Maryland,Black or African American,Female,2005,35-44 years,23.3
Maryland,Black or African American,Female,2005,45-54 years,16
Maryland,Black or African American,Female,2006,35-44 years,16
Maryland,Black or African American,Female,2006,45-54 years,11.9
Maryland,Black or African American,Female,2007,35-44 years,14.2
Maryland,Black or African American,Female,2007,45-54 years,17.4
Maryland,Black or African American,Female,2008,35-44 years,11
Maryland,Black or African American,Female,2008,45-54 years,12.7
Maryland,Black or African American,Female,2009,35-44 years,7
Maryland,Black or African American,Female,2009,45-54 years,12.4
Maryland,Black or African American,Female,2010,45-54 years,11.5
Maryland,Black or African American,Female,2011,45-54 years,8
Maryland,Black or African American,Female,2012,45-54 years,11.4
Maryland,Black or African American,Female,2013,45-54 years,15.3
Maryland,Black or African American,Female,2014,35-44 years,11.1
Maryland,Black or African American,Female,2014,45-54 years,11.4
Maryland,Black or African American,Female,2015,35-44 years,8.2
Maryland,Black or African American,Female,2015,45-54 years,13.4
Maryland,Black or African American,Female,2016,25-34 years,6.8
Maryland,Black or African American,Female,2016,35-44 years,16.4
Maryland,Black or African American,Female,2016,45-54 years,29.7
Maryland,Black or African American,Male,1999,25-34 years,39
Maryland,Black or African American,Male,1999,35-44 years,77.2
Maryland,Black or African American,Male,1999,45-54 years,74.7
Maryland,Black or African American,Male,2000,25-34 years,31.5
Maryland,Black or African American,Male,2000,35-44 years,72.6
Maryland,Black or African American,Male,2000,45-54 years,61.9
Maryland,Black or African American,Male,2001,25-34 years,20.8
Maryland,Black or African American,Male,2001,35-44 years,81.6
Maryland,Black or African American,Male,2001,45-54 years,56.3
Maryland,Black or African American,Male,2002,25-34 years,21.9
Maryland,Black or African American,Male,2002,35-44 years,64.9
Maryland,Black or African American,Male,2002,45-54 years,72
Maryland,Black or African American,Male,2003,25-34 years,15.3
Maryland,Black or African American,Male,2003,35-44 years,49.6
Maryland,Black or African American,Male,2003,45-54 years,61.6
Maryland,Black or African American,Male,2004,25-34 years,18.1
Maryland,Black or African American,Male,2004,35-44 years,42.5
Maryland,Black or African American,Male,2004,45-54 years,47.8
Maryland,Black or African American,Male,2005,35-44 years,32.8
Maryland,Black or African American,Male,2005,45-54 years,57.2
Maryland,Black or African American,Male,2006,25-34 years,14.2
Maryland,Black or African American,Male,2006,35-44 years,46.4
Maryland,Black or African American,Male,2006,45-54 years,63.6
Maryland,Black or African American,Male,2007,35-44 years,38.8
Maryland,Black or African American,Male,2007,45-54 years,59.2
Maryland,Black or African American,Male,2008,35-44 years,25.4
Maryland,Black or African American,Male,2008,45-54 years,34.5
Maryland,Black or African American,Male,2009,35-44 years,26.9
Maryland,Black or African American,Male,2009,45-54 years,48.6
Maryland,Black or African American,Male,2010,35-44 years,13.7
Maryland,Black or African American,Male,2010,45-54 years,31.2
Maryland,Black or African American,Male,2011,35-44 years,11.3
Maryland,Black or African American,Male,2011,45-54 years,18.5
Maryland,Black or African American,Male,2012,35-44 years,19.2
Maryland,Black or African American,Male,2012,45-54 years,37.6
Maryland,Black or African American,Male,2013,25-34 years,11.5
Maryland,Black or African American,Male,2013,35-44 years,21
Maryland,Black or African American,Male,2013,45-54 years,36.7
Maryland,Black or African American,Male,2014,25-34 years,12.8
Maryland,Black or African American,Male,2014,35-44 years,28
Maryland,Black or African American,Male,2014,45-54 years,52.8
Maryland,Black or African American,Male,2015,25-34 years,18.7
Maryland,Black or African American,Male,2015,35-44 years,30.7
Maryland,Black or African American,Male,2015,45-54 years,60.8
Maryland,Black or African American,Male,2016,20-24 years,18.7
Maryland,Black or African American,Male,2016,25-34 years,33.3
Maryland,Black or African American,Male,2016,35-44 years,50.1
Maryland,Black or African American,Male,2016,45-54 years,116.9
Maryland,White,Female,1999,25-34 years,4.1
Maryland,White,Female,1999,35-44 years,6.6
Maryland,White,Female,2000,35-44 years,7.2
Maryland,White,Female,2000,45-54 years,3.8
Maryland,White,Female,2001,25-34 years,4.4
Maryland,White,Female,2001,35-44 years,7.3
